index_tasty,id_,name,slug,video_url,thumbnail_url,tags,ratings_negative,ratings_positive,score,cooking_style_big_batch,cooking_style_kid_friendly,cooking_style_bake,meal_breakfast,meal_bakery_goods,cuisine_american,meal_drinks,difficulty_5_ingredients_or_less,healthy_low_calorie,difficulty_easy,dietary_gluten_free,dietary_vegetarian,difficulty_under_1_hour,difficulty_under_45_minutes,healthy_high_protein,dietary_kid_friendly,cuisine_fusion,method_steam,cuisine_japanese,dietary_comfort_food,dietary_indulgent_sweets,method_bake,dietary_dairy_free,cooking_style_one_pot_or_pan,cooking_style_pan_fry,dietary_healthy,method_pan_fry,healthy_low_fat,healthy_low_sugar,healthy_low_carb,cooking_style_mashup,meal_snacks,seasonal_winter,cuisine_british,cooking_style_comfort_food,healthy_high_fiber,cuisine_french,meal_desserts,difficulty_under_15_minutes,difficulty_under_30_minutes,dietary_keto,seasonal_summer,cooking_style_no_bake_desserts,dietary_vegan,cuisine_mexican,seasonal_spring,cuisine_italian,meal_lunch,seasonal_fall,cuisine_german,cooking_style_meal_prep,meal_dinner,meal_appetizers,meal_sides,cuisine_african,cuisine_middle_eastern,method_deep_fry,cuisine_latin_american,method_grill,cuisine_dominican,dietary_pescatarian,cuisine_seafood,cuisine_chinese,cuisine_greek,dietary_contains_alcohol,cuisine_indian,cooking_style_steam,cooking_style_stuffed,cuisine_caribbean,cuisine_filipino,cuisine_taiwanese,cuisine_korean,cuisine_jamaican,meal_brunch,cuisine_swedish,cooking_style_deep_fry,cuisine_west_african,cuisine_thai,cuisine_vietnamese,cuisine_peruvian,cuisine_brazilian,cooking_style_grill,cuisine_bbq,cuisine_kenyan,cuisine_haitian,cuisine_persian,cuisine_ethiopian,cuisine_cuban,cuisine_puerto_rican,cuisine_soul_food,cuisine_indigenous,cuisine_laotian,cuisine_hawaiian,method_no_bake_desserts,cuisine_lebanese,cuisine_south_african,cuisine_venezuelan
20,3600,Super Fluffy Omelet,super-fluffy-omelet,https://vid.tasty.co/output/84188/landscape_480/1520887577,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/143172.jpg,"8091756,64469,8091918,8091917,64467,65859,1280501,1280503,1280508,64484,64483,1247788,1247785,1280510,1247793,1247787,65848,65855,64471,64462",258,1679,87.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2868,Strawberry Chocolate Overnight Oats,strawberry-chocolate-overnight-oats,https://vid.tasty.co/output/57232/mp4_640x640/1508449017,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/469b36bdcd1748c0b65dcd9b547eb2e9/BFV30507_Kid-FriendlyBreakfastMealPrep.jpg,"64469,8091920,5812430,1280501,1280503,1280508,1280507,1280506,64444,64483,65853,64488,64466,64471",239,1430,86.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,682,Fluffy Japanese Pancakes,fluffy-japanese-pancakes,https://vid.tasty.co/output/17778/mp4_640x640/1481738464,https://img.buzzfeed.com/video-api-prod/assets/5948dace4551484287a85a49b6e5c773/BFV15479_FluffyJapanesePancakes-ThumbC1080.jpg,"65859,1247793,1280506,1280508,1280507,1247788,1247787,1247785,64484,65844,65850,64483,64454,64488,65848",263,1531,86.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3008,Homemade Chocolate Croissants (Pain Au Chocolate),homemade-chocolate-croissants-pain-au-chocolate,https://vid.tasty.co/output/61062/mp4_640x640/1510265818,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/113581.jpg,"8030032,1247780,64488,1280497,64500,188967,64492,1247784,64483,64485,1280500,1247794,1280507,1280512,64462,65850,64449,65846",131,1680,93.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1358,Strawberry Cheesecake French Toast,strawberry-cheesecake-french-toast-1,https://vid.tasty.co/output/40734/mp4_640x640/1498787327,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/784939065f344700bd9be3791a83a379/BFV8700_French_Toast_4_Ways_FB1080.jpg,"64469,8091917,6854262,1280507,1280503,1280501,1247794,1247788,1247787,1280506,1280508,1247785,1280510,65410,64484,65859,64483,65856,64471,64488,64462,64449,64444,65848",100,1303,93.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3079,Cloud Bread,cloud-bread,https://vid.tasty.co/output/30799/mp4_640x640/1493831215,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ee9f5904ce33444182bb12e2dce0b005/Tasty_-_Facebook_-_1080x1080.jpg,"8091756,64469,64470,8091916,64467,1280507,64471,1247775,1280508,1247788,1280510,1247785,64492,64484,64483,1280500,1247780,64488,65846",383,1290,78.0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1048,Egg Breakfast Cups,egg-breakfast-cups,https://vid.tasty.co/output/20779/mp4_640x640/1484351132,https://img.buzzfeed.com/video-api-prod/assets/d173fe0e773a4bd28548f080b3bc48be/BFV16169_EggBreakfastCupsThumb.jpg,"1247785,1280507,1280508,1247793,1280503,1280501,1280506,1247775,1247771,65855,64492,64483,64484,64471,64488,64466,64444,65846",51,1202,96.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,963,Berry Smoothie Bowl,berry-smoothie-bowl,https://vid.tasty.co/output/31865/mp4_640x640/1495124879,https://img.buzzfeed.com/video-api-prod/assets/98347db4add448a19bd34354e41e8f07/BFV8604_BerrySmoothieBowl_ThumbA.jpg,"1280508,1280503,1280501,1280507,1280506,64510,64466,64465,65854,64484,65838,64444,64483,64471",89,1211,94.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4030,Simple Scrambled Eggs,simple-scrambled-eggs,https://vid.tasty.co/output/97925/landscape_480/1528493552,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2024e2205d444a9c9121603aa3a26e94/finalFB.jpg,"64469,64470,8091916,65859,1280508,1691104,64484,1247785,1247787,65855,1280510,64471,64488,64483,1247788,1247793,65848",94,1408,94.0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3349,Blueberry Overnight Oats,blueberry-overnight-oats,https://vid.tasty.co/output/52140/mp4_640x640/1505350510,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/9849b4ae2abc41f8abf5ad1c6ccb5720/BFV26703_Oats_FB_Cut5.jpg,"64469,8091920,64488,64471,65853,1247785,1280507,1280506,1280508,64483,64462,64466",61,1181,96.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1174,Whole Wheat Sandwich Bread,whole-wheat-sandwich-bread,https://vid.tasty.co/output/31493/mp4_640x640/1494634693,https://img.buzzfeed.com/video-api-prod/assets/7b247ac254624c7d8b540f635684b6ac/BFV20811_WholeWheatSanwichBreadThumbA.jpg,"64483,1280501,1280502,1247775,1280500,1280512,1280503,1247784,1280510,1247788,1280506,64484,64488,64505,64492,64466,64444,65846",75,1171,94.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1778,Bacon Egg Cups,bacon-egg-cups,https://vid.tasty.co/output/31174/mp4_640x640/1494276313,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4f85dfeffcc54b8b800124d6fbf69da9/BFV17497_StrawberryShortcakePancakeBreakfastInBed-FB1080SQ_MothersDay_H264.jpg,"8091916,8030032,6718874,1280507,1247785,1247775,1280499,64484,64492,64483,64471,64465,64444,65846",89,1356,94.0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1192,Easily The Best Garlic Herb Roasted Potatoes,easily-the-best-garlic-herb-roasted-potatoes,https://vid.tasty.co/output/33063/mp4_640x640/1496182080,https://img.buzzfeed.com/video-api-prod/assets/1a323516f1d74cca8b1c2238850bfd0d/fb_thumb_3.jpg,"64469,64468,64463,8091920,1247775,1280500,1280510,1247794,1247786,1247788,1247785,1247787,1247789,64484,64488,64444,64492,64483,64462,65846,65848",55,1492,97.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,757,One-Pan Breakfast Potatoes,one-pan-breakfast-potatoes,https://vid.tasty.co/output/22282/mp4_640x640/1485541605,https://img.buzzfeed.com/video-api-prod/assets/f2362cb99bbd467d9804d8e4dd586d76/BFV16569_One-PanBreakfastPotatoes_ThumbB.jpg,"6986107,6718874,6683353,1280508,1247780,1247775,1280500,1280501,1280503,65855,64465,65846,64484,64483,64492,64471,64466,64444,64488",36,1122,97.0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6098,40-Minute Cinnamon Rolls,40-minute-cinnamon-rolls,https://vid.tasty.co/output/162279/landscape_480/1583947089,https://img.buzzfeed.com/video-api-prod/assets/3e6efda384b344e5a48cd1a13b23d3aa/40min.jpg,"64469,8091748,65850,64483,64484,65857,64473,1280508,64480,65846,1280506,1280507,1280510,1280512",54,1074,96.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4175,Blueberry Mug Muffin,blueberry-mug-muffin,https://vid.tasty.co/output/102123/landscape_480/1531775108,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2982ca12457f4113b44fafc308dda0a2/BFV45549_PortableBreakfasts-FB.jpg,"64469,1247785,64471,64444,1280507,64488,65845,1280509,64483,1280508,1280506",129,1059,90.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1197,Cloud Eggs,cloud-eggs,https://vid.tasty.co/output/31425/mp4_640x640/1494607751,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/734dc17209ce454190cb60fa5a2a604d/Cloud_Eggs_FB_FINAL.jpg,"64469,64463,64470,8091916,6361701,1280508,1280503,1280501,1247775,1247785,64471,1280500,1247794,1280510,188967,64492,64449,64483,65846,65844",168,982,86.0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3350,PB&J Overnight Oats,pb-j-overnight-oats,https://vid.tasty.co/output/52140/mp4_640x640/1505350510,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/959a376f641446f5845fb67797abd593/BFV26703_Oats_FB_Cut5.jpg,"64469,8091920,7560083,64488,65853,1247785,1280507,1280506,1280508,64483,64444,64471,64466",86,994,93.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1607,Chocolate Chip Muffin Mug,chocolate-chip-muffin-mug,https://vid.tasty.co/output/25425/mp4_640x640/1488497369,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7167cb2e14a9472e867b8d12fbda182b/Final.jpg,"64469,64463,64483,64484,1280508,1247788,1280506,1280507,1247785,65854,64471,64488,65850,65845",228,990,82.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,519,Egg White Breakfast Cups (Under 50 Calories) ,egg-white-breakfast-cups,https://vid.tasty.co/output/9811/mp4_640x640/1473379439,https://img.buzzfeed.com/video-api-prod/assets/6a1e62a59fa74c04b2d78556bdd54486/BFV12297_EggWhiteBreakfastCups-ThumbTextless1080.jpg,"1280503,1280508,1247785,65853,1247775,1280506,1280507,1247771,1280501,64484,64444,64483,65846,64492,64471,65855,64465,64466",109,1144,92.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1415,Blueberry Banana Pancakes,blueberry-banana-pancakes,https://vid.tasty.co/output/14770/mp4_640x640/1479239773,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c6fe300b72304788a9716a06f5b3563f/BFV14028_Banana_Swap_Out_4_Ways_FB1080_1.jpg,"64469,64463,64470,8091919,8091918,8091916,64467,6830252,6683350,1247794,1247787,1247788,64484,64483,64471,64466,64444,65848",271,1001,79.0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1191,Chocolate Pancakes,chocolate-pancakes,https://vid.tasty.co/output/39762/mp4_640x640/1498771102,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8699c54e9f7e4c988a12bcc44d7db0b4/BFV9318_PancakesToutChocolat_ChocolatePancakes-ENG.jpg,"64469,1247793,1247787,1280510,1247785,1247788,1280513,1280508,1280506,1280507,65850,64462,65859,64484,64483,65851,64488,64449,65848",122,1108,91.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1164,Strawberry Banana Pancake Skewers,strawberry-banana-pancake-skewers,https://vid.tasty.co/output/30666/mp4_640x640/1493742351,https://img.buzzfeed.com/video-api-prod/assets/5620f65172bf4e018474423a3a96973b/BFV20569_Strawberry_Banana_Pancake_Skewers_FB_THUMB.jpg,"8030032,65848,1280503,1280513,1280506,1247793,1247787,1280508,1280507,64484,64483,65851,64471,64466,65410,64510,64507,65859,64488,64444,64447",63,951,94.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1636,Make-Ahead Breakfast Quesadilla,make-ahead-breakfast-quesadilla,https://vid.tasty.co/output/26151/mp4_640x640/1489102618,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c08ab5dacb424699a3ef8f31e50f32bb/makeaheadbreakfast-fb.jpg,"64470,8091918,8091917,6830252,1280508,1280510,1247785,1247787,1247788,1280501,1280503,65859,64483,65853,64471,65410,64457,64444,65848",41,1223,97.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,919,Lemon Ricotta Pancakes,lemon-ricotta-pancakes,https://vid.tasty.co/output/27748/mp4_640x640/1490722820,https://img.buzzfeed.com/video-api-prod/assets/8a2092b62db84944a827973175e63ae5/pancakes_FBThumb.jpg,"6854262,1247793,1280506,1247788,1280510,64488,64471,64444,65859,64484,64509,65844,64483,64510,65848",31,891,97.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2869,Breakfast Egg Cups,breakfast-egg-cups,https://vid.tasty.co/output/57232/mp4_640x640/1508449017,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2a80a576ba0e40ed9ca428b00a499a2f/BFV30507_Kid-FriendlyBreakfastMealPrep.jpg,"8091756,8091916,64467,7560083,7560081,5812430,1280503,1280501,1280507,1247785,1247771,1247775,64484,64444,64492,64483,65851,65853,64471,64488,65846",32,881,97.0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,706,Easy Breakfast Frittata,easy-breakfast-frittata,https://vid.tasty.co/output/21520/mp4_640x640/1484964194,https://img.buzzfeed.com/video-api-prod/assets/36ee32d44b36407eac11faa8630e057f/FBC.jpg,"1247790,1247775,1247788,1280501,1280500,1247793,1280510,1280507,1280506,1280508,65410,64453,64492,65840,64484,64488,65848,64483,64462,64444,65846",18,866,98.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2874,Potato-Crusted Quiche,potato-crusted-quiche,https://vid.tasty.co/output/57559/mp4_640x640/1508526684,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/108607.jpg,"8091918,6854262,6683351,1247775,1247793,1247782,1280510,1280501,64484,188967,64492,64489,64462,64483,64466,65846",19,929,98.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1476,Chocolate Peanut Butter Pancakes,chocolate-peanut-butter-pancakes,https://vid.tasty.co/output/19445/mp4_640x640/1482864702,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/212c170dbeab48c28d5fb6c9e7373bdb/pancakes-finalfb.jpg,"64469,1247788,1280510,1247794,1280506,1280498,65859,64483,65848,64484,64471,64488,64444",64,847,93.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2748,French Omelette,french-omelette,https://vid.tasty.co/output/54409/mp4_640x640/1506730605,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e6fcef631d704cfda005c8d3b9b0ca83/BFV29614_ClassicVsJapaneseOmelette-FB.jpg,"8091756,64469,64470,64467,1247769,1247787,1247785,64484,65855,64465,64483,64471,64466,64488,64449,65848",84,1002,93.0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4174,Chocolate Peanut Butter Cookie Smoothie,chocolate-peanut-butter-cookie-smoothie,https://vid.tasty.co/output/102123/landscape_480/1531775108,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5a7b06d5e161491a8e66ed87fa1bee16/BFV45549_PortableBreakfasts-FB.jpg,"64470,64487,1247785,1280503,64471,64444,64488,65838,1280506,1280507,1247788,64483,65843,1280508,1280501",126,863,88.0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3292,Focaccia,focaccia,https://vid.tasty.co/output/71629/hls24_1515433243.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3d22f46ec5ed459bbb301dca58e5bd8a/final_1.jpg,"64469,64468,64463,188967,65846,1247784,64462,64508,1280510,64444,65840,64479,64473,64492,64511,64506,65857,64483",33,862,97.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,74,Banana Chocolate Chip Breakfast Muffins,banana-chocolate-chip-breakfast-muffins,https://vid.tasty.co/output/8845/mp4_640x640/1472781198,https://img.buzzfeed.com/video-api-prod/assets/b2ade3e1f6e14d138b08fc06c2b327da/BFV11053_BananaChocolateChipMuffins-ThumbTextless1080.jpg,"1280507,1247788,1247793,1247785,1280510,1280508,1280506,1247775,1247771,64503,64507,64484,65846,65857,64483,64492,65838,64471,64488,64466,64444",309,817,73.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
